,未必有所成才算活着，梦想也不是什么了不起的东西，只喜欢看天、走路、吃披萨的人生也很好。（皮克斯送给社畜社恐的一记摸头
,"一部极有可能拿到奥斯卡最佳动画长片/最佳原创配乐的电影；
一部迪士尼皮克斯近乎满分的作品；
一个出品23部长篇动画电影，拿下10个奥斯卡奖杯的工作室；
排片2%"
,理发师用剃刀也能救人危难，造型师用针线也会缝补梦想。枝头掉落的树叶，街头鼓起的排风，地铁里忙碌人群中的歌声，角落里饥肠辘辘时的披萨，当你爱上生活的一刻，就找到了激活生命的火花。原来每天有那么多灵魂经历个体的锤炼，性格的塑造，奋力冲向地球。也会有无数灵魂被生活压垮，迷失进漠漠荒野。
,你以为所有的故事都被讲完了，皮克斯给你讲一个所有元素都见过但前所未有的故事。终于梦想和目标都不再重要，feel it
,"高纳终于实现了梦想，但他突然发现，他追求了一辈子的东西并不是他想象中那么高大上。
他突然发现，他为了他的爵士梦，错过了太多太多。
他错过了和母亲相处的机会，错过了丽莎……错过了除了爵士之外的一切。
很多电影都是给我们灌输成功学、心灵鸡汤，讲述主角努力追求梦想，最后就实现了梦想。
仿佛在说，只要你努力就能成功，如果你没成功，就说明你还不够努力。
皮克斯却告诉我们，并不是一定要有多么伟大的成就才算活着，就算没有成功又怎样呢？恰恰相反，一味追求成功而忘记了享受生活，这才是最遗憾的。
无论是看天空、走路，还是和家人相处、和爱人看海……只要你用心去感受，这些微不足道的事情其实都十分精彩而美好。
生活的真谛不是什么宏伟的梦想，恰恰就是那些生活中平凡的小事。
追求梦想是最不重要的，看天空、走路、吃披萨才是正事！"
,又挤又破的地铁，黄色的出租车，雄壮的布鲁克林大桥，哈德逊河上远眺万家灯火，曼哈顿的秋色，小酒吧里的爵士乐，这就是纽约啊。理想如果都实现了，那然后呢？你会继续问自己，人活着最重要是什么？不是爱，不是恨，不是痛，也不是成功与失败，而是感知，有些人把它看作是庸俗的生活，有人却认为它是活着的全部意义。两首歌太好听了，听完瞬间觉得生活美好了起来。
,因为Disney+Pixar这样的存在 才使我对现代动画充满向往  我不仅向往那每一帧的画面 更向往那群创造奇迹的地方 
,“灵魂不会被压垮，压垮你的是生活啊。”三十岁的社畜看的内心澎湃，但为了维持成年人的体面又要在黑暗的影院里哭的默不作声。22迷失后，黑暗内里一句句话砸过来“你做不到”“找不到火花”“这不是目标，这是平庸的生活”和抑郁症发病的自我攻击好像…戳的我好久没缓过来。沉入心流和陷入执念只有一线之隔的设定好赞，基金经理被黑的又搞笑又辛酸XD～但故事和人物塑造还是比《寻梦》的完成度差一点点。
,惟江上之清风，与山间之明月，耳得之而为声，目遇之而成色。取之无禁，用之不竭。是造物者之无尽藏也，而吾与子之所共适。
,皮克斯献给“打工人”的年度治愈之作，这才是真正适合圣诞节和年底看的心灵大片。如果让我选一部电影跨年，我会推荐《soul》，它不但让我想要珍惜那些生命中的小美好，更是让我想要感谢那些生命中照亮过我的人和事。以及不得不说，音乐太适合灵魂这个主题了，全片的音乐太动人了。
,一部“圣诞福音”动画，和《生活真美好》拥有同个内核，档期应景。片中的“生之来处”并非基督教的“天堂”，而是来自宇宙高纬度的“量子空间”，甚至只要忘我就可以投魂而入，接近“天人合一之际”的概念。千年的厌世灵魂在世间走一遭，体会到生活的乐趣；过着无趣日子的“音乐打工人”也在变换人生后，意识到生活的本质不是苦追目标，而是“活在当下”。“在世”也确实如此， “寄蜉蝣于天地，渺沧海之一粟。哀吾生之须臾，羡长江之无穷。”一生的光阴就在每一瞬，我们与世界的关系很多时候是“时隐时现”的，“隐时”如风吹过，“现时”啃个披萨。没有目标就是目标，没有意义也是意义。
,"治愈？温暖？希望？其实生活，不止于此。生的希望，不是一片好吃的披萨，不是落在手心的树叶，不是地铁站里动听的音乐，更不是任何一种“美好”的经历——指望它们代表生活，就像给自杀的人留言“奶茶很好喝”一样可笑。并非否认这种美好，只是这种美好太易碎。人们谈论的大多可视的、细微的、看起来易得的美好，都需要背后有某种支撑:一个奔波于生存的、真正意义上的普通人，是没有心力，或者没有机会去感知这些的。它不是“送给普通人的治愈之作”，它依然是迪士尼以高高在上——至少是中产的视角，去讲述（毋宁说“想象”）的“普通人”的故事。"
,真的真的不必觉得排片少，目前口碑扩散还需要时间，中国的电影市场只是反应有延迟，晴雅集那股粉丝劲一过，就是这片翻盘之时，作为院线工作者很淡定地告诉大家，这片子不是不爆，只是时候未到。票房反超晴雅集甚至屠榜仅仅时间问题而已，毕竟有太多优秀动画片都是长线放映一两个月。
,你不会知道，那个街边转招牌的人的心中，存在着一艘巨轮。
,"#LFF2020 / 加入2D元素，毕加索风格的Jerrys,震撼的Great Beyond世界，色调温柔舒适的Great Before世界，让人听到入迷的爵士乐， 以及带有对“灵魂”与“存在”哲学性思考的内核; 画面音乐剧情都将近完美，艺术风格抽象但又充满力量。      皮克斯在成立将近35年后又登上了一个新的台阶😭"
,把晴雅集的排片多给些soul不行吗 
,的确在今年看，具有抚慰人心的力量，但也就抚慰了不到3分钟吧～
,No! 差《头脑特工队》一大截。
,天啦这片子 泪点低的我几乎每分每秒都想落泪 就是被里面那种隐隐的气息打动 能享受每一刻的活着真是太好了
,格外理解二十二。小时候被名人励志，长大才发现那真是一种无垠的压力，万里挑一的人以巨大的差距提醒你越来越是个失败者，你永远不够好。但观星赏月，听虫嗅花，也是人生最无用又最有用的修行，生活过得越来越糟心，不贪这星星点点的美好，撑一撑，顶一顶，我们这些庸碌之辈，早该熄灭了吧。颓败了一整年，我太感激这部温热的电影了，依然有绝佳的想象力供人移情，真想陪他们，在忘我或迷失时，哭哭啼啼一回。活着真的很不如意，但还能活着，真的很幸运。能跟所爱之人来看，也很幸运。影院这低排片真是叫人不齿。
,应该怎么表达内心的澎湃呢？这是一部献给抑郁症（活着没意思）和焦虑症（有明确目标地活着）的情歌，它告诉我们人生本没有任何意义，活着就是活着本身而已。联想到18年之前，我那么渴望成为一名导演，这种如此强烈的执念让我差点成为片中的怪物，直到1年后才发现记忆里最深的是去上海办展期间硬卧床上闪烁的阳光，和朋友们窝在宾馆看鬼片，为订的工作盒饭里太多肥肉而争吵……这些与目标毫不相关的碎片，恰恰就是影片里那半个甜甜圈，线圈，还有那片树莢。未来做不做导演，做不做电影，对我来说已经不再重要了，life goes and that matters
,电影好残酷，都说应学会放下，但倘若从未得到过，又有什么资格说不想要？有机会挑拣快乐的人都是曾爬上巅峰看过风景的人，而平凡如我们，只能将脚下俯首即是的通通当作快乐，欺骗自己生命已足够美好。决定笑着告别，将生命拱手相让，不是爱的传递，而是心已死、梦已碎。一部纯粹的情绪电影：如果得到了，再多表达一点都会破坏这种得到；如果没有得到，不会寻找原因，只会感到遗憾。
,年纪大了 看电影真的很容易哭
,和我老爹去看的，两人包场，去的时候老爹和我聊工作，聊学习，看完电影回来，建议我找女朋友，还问我喜欢什么车。
,看完没有被鸡汤到 反而失落的很 我热爱生命 敬畏自然 保持一双发现美与善的眼睛 我的家人爱我 朋友支持我 我特别健忘什么事情都不记得 我不控制食欲想吃什么就马上吃 可是我都觉得活着好不开心啊 没有“火花” 没有梦想 没有热爱 没有一技之长 赤裸地来赤裸地去 又何苦非要白白走这一遭呢 
,《头脑特工队》关于情绪，《心灵奇旅》关于性格与灵魂，皮克斯已经不屑于讲述简单“物”的故事，而是用最直接形象的方式拉开生活哲学命题，那是得经历了怎样的人生才能捕捉到的细节，完美幻化在作品里。执念的灵魂在忘我之境无去无从，而“我会享受活在当下的每一分钟”。
,我听过关于一条鱼的故事。小鱼游到一条老鱼的旁边说：“我要找到他们称之为大海的东西”。“大海？” 老鱼问：“你现在就在大海里啊。” “这儿？” 小鱼说：“这儿是水，我想要的是大海。” 目标不是人生的spark，生活本身才是。看完此片，关掉电脑，所有曾经拥有的Spark，纷纷涌上心头。
,看哭了。所有人都在教你做人，所有事都在找寻意义，所有道路都要通往一个目标，所有标签都在试图定义你，只有皮克斯在告诉你，梦想不重要，意义不重要，庸庸碌碌或是功成名就都不重要。宇宙太大，地球太小；梦想太重，生命太轻。李安说，我已经见过大海了，我不能假装没有见过。但是这部动画片告诉你，如果你还没见过大海，去见见看吧，或许还不错；但你不想见的话，家门口的小溪其实也很美。2020年末，皮克斯用一部动画疗愈所有人，摸摸大家的头，说你们这些还没有找到Spark的人呐，你们都辛苦了，努力很重要，但是不加油也没关系哦，切勿贪图意义，存在即是风景。
,那些可以深刻在记忆中的生命碎片，就是你人生的全部意义啊！不是每个人都能成为伟人，但普通的一生仍弥足珍贵。生而为人，莫留遗憾。这是一部属于普通人、属于你我的励志片。仍然保持了适度的有趣，以及戳心式的感动。虽然没有《头脑特工队》那么戳我，但彼特·道格特仍然非常强。尤其是，太擅长这种走心的故事了。虽然总是有点鸡汤，但还是很好看，厉害。
,未必有所成才算活着，梦想也不是什么了不起的东西，只喜欢看天、走路、吃披萨的人生也很好。（皮克斯送给社畜社恐的一记摸头
,抑郁的一个原因可能就是觉得普通日常不能算火花，然后就成了那些一身黑的失落灵魂。可怎么才能让自己真的觉得抬头看看天就很快乐呢？
,二十二应该是投胎在中国四川成都，成了一位美食up主
,不再执着于讲煽情故事的皮克斯，居然直接拍出了一部礼赞平凡生活的essay film，这毫无疑问是皮克斯自Wall-E以来最大的一次自我突破。恶意揣测Peter Docter一定很讨厌《爆裂鼓手》才拍了这片
,3.5。凡尔赛动画，男主体验了得尝所愿，享受了人生巅峰，回头规劝大家平平淡淡才是真，能活着就是美好。？？？
,皮克斯的动画从来没让人失望过，不管你抱着多大的期待去看，都一定会超出预期，除了一贯丰富的想象力，《心灵奇旅》更大的看点，是反传统追求梦想和理想主题，去思考自己如何读懂和看清自己，影片用了任务式展开剧情带出的闲笔，在反高潮戏份中带出主题。人活着是为了梦想吗，为了人生目标吗，为了赢得别人更多的掌声吗，还是为了更能触摸自己灵魂，和自己来一次灵魂出窍的探索，去体会自己在世界中存在的意义，或没有意义，只是为了活得更真实。
,        除夕临近，看了这部“心灵鸡汤”式的皮克斯动画片，观感还算愉快，只是老套过多，欠缺新意。So so!
,看完电影走出电影院，感觉像经历了一场心灵SPA，突然觉得生命赋予我们的一切都是那么的美好伟大，想重新学着去感受生活，享受当下的一切。这就是一部电影可以带给我们的惊喜，又一次感受到了电影的魔力！
,D＋ / 开头被一些时刻的画风惊艳了一下之后就没有然后了（这些闪光只是一些单纯的“奇幻”）。好像是第一次感觉皮克斯被设定给束缚住了。一方面，灵魂学院已经给出了如百科全书般的再生产逻辑；另一方面，在这个系统里的glitch又极其幼稚（试对比《无敌破坏王》中系统崩溃的实质性灾难）。影片在给出这一组二元对立之后，仿佛全然未考虑这背后同样封闭的世界观，甚至还在庸常的奇葩说式对比里兜兜转转了大半程，才引向生活感知这一似乎能够打开些罅隙的论题——但实际上光靠那中后段的那几处功能性的补充根本撑不起这种大跨度高强度的解域构想。最终只能继续用这种文本上的设定操纵人物转折修复系统来达成欣欣然的结尾，着实兴味寡然……到头来更像是为了一些作画小点子搞出来的鸡汤大杂烩。
,No. 
,冷漠脸看完，珍惜每一刻这种事还需要费这么大一圈力气讲吗？
,原来黑人父母一样希望孩子找稳定出路，当个老师，别瞎折腾，这一刻，山东即世界，世界即山东，天下大同。
,"#LFF2020# 4
和灵魂乐的关系算是点到为止。有点失望。"
,“忆我少壮时，无乐自欣豫。”这欣豫是一点纯粹的生之欢悦，它不来自具体的事件，不依附于感官，随时生发，如泉流汩汩，不择地而涌出，或随一枚种子在秋光中翩然而降。我想spark就是儿时驱使我们无缘无故放声大笑、猛跑一阵的那种神秘能量。或者寒夜独行时忽然吹起口哨来的片刻的旷然。这点欣豫极易在人事中消磨的，“荏苒岁月颓，此心稍已去。值欢无复娱，每每多忧虑。”按本片的意思，大概唯有艺术，或寻一可供沉迷之物，才能给人以随脚出入那“忘我之境”的无上自由。久矣我不践斯境。
,不想死的执念与一滴水一花瓣相互映照，认真享受当下每一分钟是皮氏鸡汤，也可以是无情麻药。如若具体到电影的分秒，结尾留下做一个地球人的希望，依然是太照顾人类观众的感情。
,"虽也套着“梦想、成长、亲情、人生”等诸多易流于大词的外衣，但皮克斯以不竭的想象力和繁盛的创造力，再次定义其工业标杆的当之无愧，某些场景几乎与实景无异。

开场貌似平平无奇（差点以为又要讲一个流俗治愈故事），突然拐入生死临界的中阴区，目标未竟拒去彼岸，踏入生前灵魂聚集地，原来每个独特灵魂是这般批量训导出来的，唯有一颗不羁的千年老魂灵拒绝去往那百无聊赖的生地，共同演绎一出寻求生命奥义与终极火花的跨界悲喜剧，在红尘中感受生的愉悦和希望的不灭。

配乐甚好，凝神进入“忘我之境”；金句频出——“灵魂不会击垮你，只有生活才会。”笑点与泪点都掐得很准，含猫量十足，一部特别适合年底收尾的片——“珍惜当下的每一刻”。"
,火花是什么，还是应该看《火花》，花瓣是解决不了问题的。如果“感觉”和“连接”仅仅是蒙太奇里呈现的那样，那未免太轻巧。而为了反转麦格芬，也过于粗暴的处理了创作理想与切实生活的二元（并不该如此）关系。“人生目标”固然是一个很差的词，但在当下，“平凡之美”也同样有害。这样的后果是什么呢，大家走出影院，感叹过好当下，感叹别强求什么意义，感叹成为景观的小确幸、禅、量子宇宙，这些陈词滥调本身就已经和真正的生活脱钩了，背后实际是否定和消解（绝非通透与豁达），建立不起任何真实的联结，也开启不了任何有洞察的视角，更不可能疗愈焦虑或抑郁。填补这中间鸿沟的，永远是细节、情境、关系，而不是概念、感动和幻觉。
,迪士尼+皮克斯，年度最佳动画来了！老少咸宜的情节设计，但在绝妙的创意加持下又处处显新意！全程激发大家思索究竟该如何生活，也为每个负累的心灵疗伤。如果人在未出世前有选择权利，可能有人会像22选择从未出生，以来逃避生命的低质量与无意义，但那样便永远无缘领受一片落叶在空中旋转出的炫目舞蹈。也或像Joe坚信人应为某种终极目标和理想生活，殊不知生活本身才是我们的全部。故事中的角色，没有一个能说清生活的真相，每一种生活方式都在给予旁人启发。生死之间，我们无法选择太多，但可以选择真实地对待生活，每时每刻。值得电影院~
,我顶着豆瓣9.2我也要说，皮克斯就这？还碰瓷头脑？车3都不如；故事主题是挺安慰社畜的，可是这剧本写的就有问题还没讲好；全电影都很赶，和看2倍速一样，全是剧情推着角色在走，打npc呢？皮克斯这点一直都不改；故事感情就摸了一下树叶这么简单就懂了？结尾还大团圆？主角牺牲的意义呢？不如《头脑特工队》和《Coco》一颗脚趾头…连《赛车总动员3》里面主角的退休的感情都比这部有感染力…
,比《头脑特工队》更加成人化，将冒险置于现实世界而非抽象空间是和前作最根本的区别，也是这一部为何显得更“高级”（关于日常生活的现实主义动画）的同时牺牲了一部分观赏趣味性（好莱坞动画常规的笑料、煽情）的原因之一：情感高潮蒙太奇的落脚点在于观众和角色共同经历的平凡且琐碎时光（走路、坐地铁、吃披萨、理发等等），打破对理想的热情追求这一虚设主题，从而制造主题的反转和拔高。
,可能是唯一能在内地大银幕看到的戛纳2020片单作品？跟[寻梦环游记]水平相当，略逊于[头脑特工队]。@熊猫毛 提醒我说这其实是一部佛教电影，除了在聊“我执”之外还比出了“拈花微笑”的梗。好处不多说了，英文配音演员的口音都很好玩，毕加索式的“神”们设计好评。剧作上第三幕写得真好，就是机械降神的结尾扫兴，敢让男主微笑地去往极乐世界的话这片应该就成为皮克斯最佳作品了……
,感谢盗梦的提前观影。独特不媚俗的故事，献给思考者和自省者。世界观设计延续inside out和coco的惊艳，故事在传统技巧和克制走心之间寻找平衡，个人感受并不煽情，毕竟这对主角的人物关系没有家庭或情人、隐性情人的普世化支撑， 还用了荣格和美钞这种梗做笑点，可能对市场不是太讨喜
,即使整个剧本都是套路，但还是被这碗鸡汤给打动，因为感动是一种本能，就像活着，拥有意识——如此富足地被给予这整个世界，是如此轻而易举跳脱了所有关于自杀的哲学讨论。
,觉得下一秒就要进入一种也是很棒的俗套时，立马转向更棒的角度，2次。我觉得我们拍不出这样的电影，甚至连这样带有强烈人文关怀的文本都写不出来（不能面世）。看得心情舒畅，有所释怀。
,对我而言这只是没什么想象力满是说教的心灵鸡汤片。乔伊与22的关系没有形成强烈的互相作用力，更多的只让我感觉到乔伊单向的对22的影响和改变，乔伊与他母亲之间的矛盾属于在外，并且化解的过程也很简单，而他的内在的困境并不明显。整个故事走向很模式化，并且已经没有了皮克斯以往令人称道的想象力，甚至从头到尾满口的“爵士”到头来也没能让人感受到爵士乐的魅力。
,太好哭了！此片献给悲惨的2020，也献给所有热爱过生活又对生活失望过的朋友！如果说灵魂世界概念的设定是A级，那么最后一波波关于生活中那些曾活过，曾绽放过的花火细节的情感冲击绝对是S级的！一定要去影院看，看完感觉自己又可以与残酷的人生再战500年！
,感觉被灌了一碗毒鸡汤，汤里隐隐还有一丝丧的气息？看评论感觉我们看的不是一个片子，什么泪点反套路醍醐灌顶一丝都没有感受到，只能算作一个还不错的爆米花电影，大概人类的悲喜本不相通吧…
,"全程都在与我对话……暴击，哭的快窒息了
谢谢让我在人生的这个阶段看到这部电影"
,很工整的故事，说教还是明显了些
,这个创意无敌了，不是哲学家就是疯子想出来的。我爱这个主旨了，当每个人每个道理每个作品都在告诉你要找到人生的意义的时候，它们告诉你能实现人生的意义不是终极目标，真好～
,继寻梦环游记后又一部探讨人的来处和去处的电影，the Great B4场景和人设很梦幻Q弹。皮克斯第一部以黑人为主角的动画，对爵士乐不是太懂，有一定文化理解门槛。变猫之后的习惯性动作细节很可爱，舔菊花、晒太阳等等。有点虎头蛇尾，结尾要是男主和22还能再次相遇就好了（知道很俗套
,皮克斯八股文，没有一处情节超越常规，没有一处写作突破匠气，只是主题切中并安抚了当代人的处境焦虑，然而这个东西七十多年前在弗兰克卡普拉手里就已经被讲述得登峰造极了，也正是它的普世性让它在时代和地域的可流转下变得平庸，可惜的是这种平庸并不能跟电影歌颂平庸的主题相自洽。
,赶紧多排片，把郭小四这种鸡贼劣币赶出去。这才是好片！
,你们怎么可以辣么对待认真计数的人呢哈哈哈哈哈
,让没有purpose的我们存在吧，谢谢。
,有一种为了讲这么一个活在当下的主题，硬设计了这么一个故事的感觉。创意可以，但故事略硬，整体都跟寻梦的发展路线很像，后半部分却没有推上去，虎头蛇尾。人物转变生硬，有种想模仿寻梦却没仿成功的感觉。电影里这个所谓的活在当下，其实有点假大空，就好像追逐目标就一定会迷失，珍惜每一天的分分秒秒随时感受细节才是活着。但是其实生活本身没那么简单，感受分分秒秒的也可能是享乐主义？追逐目标的人也不一定就是那个不识大海的鱼？看电影的时候觉得仿佛是对的，回头一想就不是那么相信了
,在LFF。好像充满玄学但其实没说什么的故事，结论就是即使你找到了梦想工作其实还是一个社畜，没办法只能好好活着咯（x但还是赚足我眼泪。槭树果实飞落的那些秋天街头瞬间，22和妈妈对话瞬间，就像是我，突然想家。btw Jerry和Terry要是毕加索活着不会搞侵权吗……？
,2020年的末尾，终于体会到了久违的温暖与柔软。皮克斯的两面，平凡世界的幻想，幻想世界的平凡，将成年人的烦恼在童真中抚慰，将孩子们的欢笑在成长中丰满。一颗对生命毫无激情的纯真种子，聪慧却脆弱，在从零开始的直觉体会下逐渐向往活着的真切，一个迎来生命转机的倒霉男人，执着却迷茫，从满怀目标出发的主观能动后步步卸下包袱的放空，灵魂在这其中流淌生成，那是对生活的敬爱、接纳和珍重。那么事实呢，这糟糕的一年似乎早已不允许这种天真的童话存在，异世界中的精灵们亦如这世界的每一个人那般有着七情六欲，“人”的乐与悲，从未在这部作品中超脱，到头来，生活空前的艰辛，看淡一切的日子那样遥不可及。总不能放弃希望和梦吧，摆脱泥潭，大家也迎来了又一次新生，皮克斯将那份坚守的理想主义与乐观主义，以善良和浪漫之名，化作尘世福音。
,和人生的死磕与和人生的和解 难得的统一了 这是每个中年人的必修课。在今年在当下，尤其可贵。
,就还好吧。现在好莱坞电影，就没有不是套路的，这部也免不了，强行正能量。关键我这人天天就一身正能量，还对身边的人不断唠叨辐射，看了这种小儿科鸡汤动画，真的很难被打动呀。7分
,年度动画片，皮克斯又一部纯熟与创意兼具的佳作。将爵士乐与心灵成长相结合，对心理意识的呈现似[头脑特工队]变奏，对生前死后之过渡边界的着力上承[寻梦环游记]，而本片的冒险历练主要在现实社会中展开，尤其强调琐碎生活中的【当下感知】，一如面包、秋叶与抚触脚边的海水，一如俩主角通过猫的中介达成身体互换，如孩童般初次体验并专注于全新的感知方式（人生成猫；几千年看遍世人的厌世之魂“下凡”初尝鲜活感知之流则同质于[柏林苍穹下]），出体与错位既使两人重新观照自我，交互成长，又予人足够笑料。皮克斯对抽象风格的融贯与将概念具象化、空间化的能力无与伦比：量子世界与洪荒宇宙叠交的生之来处与生之彼岸，毕加索风自如流变的异界管理者和拟态成冷抽象画的计算追猎者，忘我之境里的出神之灵与因过分执着而迷失的怪兽化灵体。（8.8/10）
,今天太奇怪了，看了期待中毫无新意的《神奇女侠1984》，却发现编剧找到了一个如此符合当今问题的视角。然后看了如此期待的《soul》，完全就是个空洞到令人发指的心灵鸡汤，而且编剧精巧的塑造和迎合了当今虚无主义者的自恋，和他们自己问题的美学化，问题解法的浪漫主义，当然，所有这一切不会对他们有任何的帮助。他们也不会从生活中的一个细节发现spark，这就是个神话。
,一念成灵，一念成执。成灵忘我，成执无我。无我之境，生不若死。忘我之境，死亦犹生。
,3.7星。30+社畜必看成人向动画。1.皮克斯再度将一个名词生动拟人化，这个词在咱中国叫做----投胎。2.虽然不是每个人都有波澜壮阔的人生，但你可以拥有平凡却不平淡的生活。3.人生的真谛不仅只有目标，更重要的是“感受，体验和交流”。4.每个（东北）成年人都会在某一刻问自己这样一个问题：我是怎么变成今天这熊样儿的？5.总觉得哪里差了点意思，可能少了一个让观众宣泄情感的煽情点，类似《寻梦环游记》里被家人遗忘而消失的人或是《头脑特工队》里的bingbong这种设置。
,"从预告片放出来就开始期待，结果是，不负期待。
这部不像《寻梦环游记》那样走外在的温情路线，而是回到内心，去探讨一个略显严肃的问题：什么样的生活值得过？
当然整部电影还是非常轻松、愉悦的。
我喜欢它给的答案。
生命的火花并来自于梦想、爱好、自我实现这些必须要追寻的东西，而只是对于生活单纯地热爱。
没有什么是必须，存在先于本质，生活先于意义。"
,“每天工作都不快乐，要是能干自己喜欢的事，就此生无憾了。”在这场追逐与悔恨中，很多人迷失了自我。 理发店、转招牌大叔，从事的不是初衷，但乐在其中，心灵一样不会被湮没。 不是实现终极目标，人生才能得到救赎，一片树叶、一块披萨卷边、一根棒棒糖、一卷缝衣线带来的感动，一样能够开启新的人生。
,建议豆瓣可以增加一个打分功能：最高可以给影片打六分，每年有且只有一次可以给影片打六分。这是今年我看的第一部电影，但我想打六分。
,略失望，心灵学院依然是把情绪机械化、生理标签化的一种粗暴设定，几乎就是在炒头脑特工队的冷饭，音乐梦想+亡灵第二世界的交织感又不及寻梦，最有趣的反而是人猫互换了，但这段的驱动来源于喜剧中常见的错位效果，跟核心设定亡灵音乐均无关系，由此感觉主创对核心设定也并无信心，不然哪需要加这段啊！
,"8.9还是有些虚高，完成度和思想性上比《寻梦环游记》差很多。《寻梦环游记》借由对祖父的误会，代入对死亡与亲情的思考。可Soul中的主人公困境无非就是想活，而他也真很多次活了过来。影片穷词竭句也没拿出什么像样的内心冲突，主角的障碍眨眼解决了，几乎没什么人生纠结或者人物矛盾。整体叙事犹如灵车漂移，时常不知要去向何方，讲亲情？讲梦想？讲生活态度？讲对名利的追求？讲自卑童年？最后这个“平凡却依旧热爱生活”的主题更是给得模棱两可，缺乏感染力和说服力，更像强行上升出来的。

叙事模式没跳出过此前见过的各种灵魂互穿、人兽互穿、穿越回年轻的套路，你帮我解决长久的问题，我带你感受新奇的人生，明显偷懒。满屏毫无记忆点的音乐、辣眼的荧光色，电影花了大篇幅介绍世界观，也对故事讲述或情感推升没起到任何帮助。"
,说是2020最佳电影亦不为过。本以为是与人物形象类似，轻快而柔软的电影，逐渐展露出的内核却更具深度与力道。能因一部电影同时收获爆笑与热泪，《心灵奇旅》以一片落叶，成功奏鸣我心底失音的琴弦。
,庸俗。前半段好，热爱生活热爱当下需要这么绕的一个故事来表达吗？活着就是要有“火花”要有目标，只是享受食物、落叶、日常的小确幸是不够的，那是“社畜”的梦想。理想并不和小确幸冲突，只会让小确幸跟更充分，同时还享受自我实现、自我发展的大确幸。
